city;country_id/id;id;is_company;customer;lang;lastname;street;street2;tz;zip
CLERMONT-FERRAND;base.fr;scenario.company_agencyfr_center137_res_partner;True;True;fr_FR;AVIGNON LES ANGLES;71 Boulevard BERTHELOT;;Europe/Paris;63000
LES ANGLES;base.fr;scenario.user_center_avignon-lesangles_res_partner;False;False;fr_FR;AVIGNON LES ANGLES;Centre Commercial Grand Angle;;Europe/Paris;30133
CARQUEIRANNE;base.fr;scenario.company_agencyfr_center138_res_partner;True;True;fr_FR;HYÈRES;96 Val de l'éolienne;;Europe/Paris;83320
HYÈRES;base.fr;scenario.user_center_hyeres_res_partner;False;False;fr_FR;HYÈRES;1 bis rue soldat bellon;;Europe/Paris;83400
BIARRITZ;base.fr;scenario.company_agencyfr_center140_res_partner;True;True;fr_FR;BIARRITZ;14 Allée de la Forêt;;Europe/Paris;64200
ALES;base.fr;scenario.company_agencyfr_center141_res_partner;True;True;fr_FR;ALÈS;6 Rue Albert 1er;;Europe/Paris;30100
MONTLUÇON;base.fr;scenario.company_agencyfr_center143_res_partner;True;True;fr_FR;BOURGES;9 rue du faubourg St Pierre;;Europe/Paris;3100
BOURGES;base.fr;scenario.user_center_bourges_res_partner;False;False;fr_FR;BOURGES;Centre Commercial Avaricum;;Europe/Paris;18000
TOURNEFEUILLE;base.fr;scenario.company_agencyfr_center144_res_partner;True;True;fr_FR;CASTRES;16 rue du Cours d'eau;;Europe/Paris;31170
PERPIGNAN;base.fr;scenario.company_agencyfr_center145_res_partner;True;True;fr_FR;PERPIGNAN;235 avenue d'Espagne;;Europe/Paris;66000
PERPIGNAN;base.fr;scenario.user_center_perpignan_res_partner;False;False;fr_FR;PERPIGNAN;235 avenue d'Espagne;;Europe/Paris;66000
LYON;base.fr;scenario.company_agencyfr_center146_res_partner;True;True;fr_FR;LYON 4 CROIX-ROUSSE;20 rue du Mail;;Europe/Paris;69004
LYON;base.fr;scenario.user_center_lyon4_res_partner;False;False;fr_FR;LYON 4 CROIX-ROUSSE;20 rue du Mail;;Europe/Paris;69004
NEUILLY SUR SEINE;base.fr;scenario.company_agencyfr_center147_res_partner;True;True;fr_FR;NEUILLY SUR SEINE;203 avenue Achille PERETTI;;Europe/Paris;92200
NEUILLY SUR SEINE;base.fr;scenario.user_center_neuilly_res_partner;False;False;fr_FR;NEUILLY SUR SEINE;150 avenue Achille Péretti;;Europe/Paris;92200
;base.fr;scenario.company_agencyfr_center148_res_partner;True;True;;PARIS 11;;;Europe/Paris;
RODEZ;base.fr;scenario.company_agencyfr_center149_res_partner;True;True;fr_FR;ALBI;3 avenue BOURRAN;;Europe/Paris;12000
BROGNON;base.fr;scenario.company_agencyfr_center150_res_partner;True;True;fr_FR;VERSAILLES;1 rue du pré de la Croix;;Europe/Paris;21490
SETE;base.fr;scenario.company_agencyfr_center152_res_partner;True;True;fr_FR;SÈTE;30 rue marie Rostand;;Europe/Paris;34200
SÈTE;base.fr;scenario.user_center_sete_res_partner;False;False;fr_FR;SÈTE;30 Grande Rue Mario Roustan;;Europe/Paris;34200
ARLES;base.fr;scenario.company_agencyfr_center153_res_partner;True;True;fr_FR;ARLES;11 rue des Suisses;;Europe/Paris;13200
ARLES;base.fr;scenario.user_center_arles_res_partner;False;False;fr_FR;ARLES;11 rue des Suisses;;Europe/Paris;13200
PERPIGNAN;base.fr;scenario.company_agencyfr_center154_res_partner;True;True;fr_FR;NARBONNE;235 avenue d'Espagne;;Europe/Paris;66000
FIGANIÈRES;base.fr;scenario.company_agencyfr_center155_res_partner;True;True;fr_FR;DRAGUIGNAN;4 rue principale;;Europe/Paris;83830
AUTERIVE;base.fr;scenario.company_agencyfr_center156_res_partner;True;True;fr_FR;MURET;9 Chemin des Bruzes;;Europe/Paris;31190
MURET;base.fr;scenario.user_center_muret_res_partner;False;False;fr_FR;MURET;4 avenue des pyrénées;;Europe/Paris;31600
TOURNEFEUILLE;base.fr;scenario.company_agencyfr_center157_res_partner;True;True;fr_FR;AUCH;16 rue du Cours d'eau;;Europe/Paris;31170
AUCH;base.fr;scenario.user_center_auch_res_partner;False;False;fr_FR;AUCH;C.C. d'Endoumingue;;Europe/Paris;32000
NICE;base.fr;scenario.company_agencyfr_center158_res_partner;True;True;fr_FR;PARIS 3 REPUBLIQUE;196 av de la californie;;Europe/Paris;6200
PARIS;base.fr;scenario.user_center_paris3_res_partner;False;False;fr_FR;PARIS 3 REPUBLIQUE;60 rue de Turbigo;;Europe/Paris;75003
NICE;base.fr;scenario.company_agencyfr_center159_res_partner;True;True;fr_FR;PARIS 16 LA POMPE;196 av de la californie;;Europe/Paris;6200
PARIS;base.fr;scenario.user_center_paris16_res_partner;False;False;fr_FR;PARIS 16 LA POMPE;45 rue de la pompe;;Europe/Paris;75016
ST PIERRE DE LA RÉUNION;base.re;scenario.company_agencyre_center160_res_partner;True;True;fr_FR;SAINT PIERRE DE LA REUNION;124 rue Marius & Ary Leblond;;Europe/Paris;97410
SAINT PIERRE DE LA RÉUNION;base.re;scenario.user_center_saintpierre_res_partner;False;False;fr_FR;SAINT PIERRE DE LA REUNION;124 rue Marius et Ary Leblond;;Europe/Paris;97410
DISTRITO FEDERAL;base.mx;scenario.company_agencymx_center161_res_partner;True;True;fr_FR;MEXICO CITY;Homero 408, int. 3;;America/Mexico_City;11570
MEXICO;base.mx;scenario.user_center_mexico_res_partner;False;False;es_MX;MEXICO CITY;Homero 408, Polanco;;America/Mexico_City;11570
BOULOGNE BILLANCOURT;base.fr;scenario.company_agencyfr_center162_res_partner;True;True;fr_FR;BOULOGNE BILLANCOURT NORD;33 boulevard Jean Jaurès;;Europe/Paris;92100
BOULOGNE BILLANCOURT;base.fr;scenario.user_center_boulogne-nord_res_partner;False;False;fr_FR;BOULOGNE BILLANCOURT NORD;33 boulevard Jean Jaurès;;Europe/Paris;92100
SANARY SUR MER;base.fr;scenario.company_agencyfr_center163_res_partner;True;True;fr_FR;SANARY SUR MER;Place des poilus;;Europe/Paris;83110
SANARY-SUR-MER;base.fr;scenario.user_center_sanary_res_partner;False;False;fr_FR;SANARY SUR MER;40 Place des poilus;;Europe/Paris;83110
AUBIERE;base.fr;scenario.company_agencyfr_center164_res_partner;True;True;fr_FR;SAINT NAZAIRE;24 rue des Chazots;;Europe/Paris;63170
OLIVET;base.fr;scenario.company_agencyfr_center165_res_partner;True;True;fr_FR;OLIVET;67 Place Louis Sallé;;Europe/Paris;45160
OLIVET;base.fr;scenario.user_center_olivet_res_partner;False;False;fr_FR;OLIVET;67, place Louis Sallé;;Europe/Paris;45160
LYON;base.fr;scenario.company_agencyfr_center166_res_partner;True;True;fr_FR;LYON 6 BROTTEAUX;2 Place Général BROSSET;;Europe/Paris;69006
LYON;base.fr;scenario.user_center_lyon6_res_partner;False;False;fr_FR;LYON 6 BROTTEAUX;2 avenue du Général Brosset;;Europe/Paris;69006
BRUXELLES;base.be;scenario.company_agencybe_center167_res_partner;True;True;fr_FR;BRUXELLES;BE0627 692 344;;Europe/Brussels;1000
BRUXELLES;base.be;scenario.user_center_bruxelles_res_partner;False;False;fr_FR;BRUXELLES;149 rue Antoine Dansaert;;Europe/Brussels;1000
ST QUENTIN;base.fr;scenario.company_agencyfr_center168_res_partner;True;True;fr_FR;SAINT QUENTIN;12 rue St André;;Europe/Paris;2100
SAINT QUENTIN;base.fr;scenario.user_center_saintquentin_res_partner;False;False;fr_FR;SAINT QUENTIN;12 Rue St André;;Europe/Paris;2100
VIRY CHATILLON;base.fr;scenario.company_agencyfr_center171_res_partner;True;True;fr_FR;COLOMBES;129 boulevard Gabriel Péri;;Europe/Paris;91170
LYON;base.fr;scenario.company_agencyfr_center172_res_partner;True;True;fr_FR;TASSIN LA DEMI LUNE;64 rue du Commandant CHARCOT;;Europe/Paris;69005
TASSIN LA DEMI LUNE;base.fr;scenario.user_center_tassin_res_partner;False;False;fr_FR;TASSIN LA DEMI LUNE;60 avenue Victor hugo;;Europe/Paris;69160
PARIS;base.fr;scenario.company_agencyfr_center173_res_partner;True;True;fr_FR;ISSY LES MOULINEAUX;157 rue du Faubourg St Antoine;;Europe/Paris;75011
ISSY LES MOULINEAUX;base.fr;scenario.user_center_issy_res_partner;False;False;fr_FR;ISSY LES MOULINEAUX;42 rue Danton;;Europe/Paris;92130
TOURNEFEUILLE;base.fr;scenario.company_agencyfr_center174_res_partner;True;True;fr_FR;CARCASSONNE;16 rue du Cours d'eau;;Europe/Paris;31170
NANTES;base.fr;scenario.company_agencyfr_center176_res_partner;True;True;fr_FR;CERGY 3 FONTAINES;13 rue bias;;Europe/Paris;44000
CERGY;base.fr;scenario.user_center_cergy_res_partner;False;False;fr_FR;CERGY 3 FONTAINES;Centre commercial Cergy 3 Fontaines;;Europe/Paris;95000
PUBLIER;base.fr;scenario.company_agencyfr_center180_res_partner;True;True;fr_FR;ANNEMASSE;354 Rue Chez Demay;;Europe/Paris;74500
ANNEMASSE;base.fr;scenario.user_center_annemasse_res_partner;False;False;fr_FR;ANNEMASSE;1 Allée Simone SIGNORET;;Europe/Paris;74100
LYON;base.fr;scenario.company_agencyfr_center181_res_partner;True;True;fr_FR;CNIT;2 Place Jules Ferry;;Europe/Paris;69006
STRASBOURG;base.fr;scenario.company_agencyfr_center186_res_partner;True;True;fr_FR;STRASBOURG OBERHAUSBERGEN;95 avenue Racine;;Europe/Paris;67200
STRASBOURG;base.fr;scenario.user_center_strasbourg-ouest_res_partner;False;False;fr_FR;STRASBOURG OBERHAUSBERGEN;95 Avenue Racine;;Europe/Paris;67200
GREZIEU LA VARENNE;base.fr;scenario.company_agencyfr_center188_res_partner;True;True;fr_FR;OULLINS;14 Route du Col de la Luere;;Europe/Paris;69290
OULLINS;base.fr;scenario.user_center_oullins_res_partner;False;False;fr_FR;OULLINS;188 Grande Rue;;Europe/Paris;69600
MONTELIMAR;base.fr;scenario.company_agencyfr_center189_res_partner;True;True;fr_FR;MONTÉLIMAR;200 route de Marseille;;Europe/Paris;26200
MONTELIMAR;base.fr;scenario.user_center_montelimar_res_partner;False;False;fr_FR;MONTÉLIMAR;200 route de Marseille;;Europe/Paris;26200
BELFORT;base.fr;scenario.company_agencyfr_center194_res_partner;True;True;fr_FR;VILLEFRANCHE SUR SAÔNE;7 rue des Acacias;;Europe/Paris;90000
NOISY LE GRAND;base.fr;scenario.company_agencyfr_center195_res_partner;True;True;fr_FR;MEAUX;51 rue de l'université;;Europe/Paris;93160
CHAUCONIN-NEUFMONTIERS;base.fr;scenario.user_center_meaux_res_partner;False;False;fr_FR;MEAUX;CC Les saisons de Meaux;;Europe/Paris;77124
VIRY CHATILLON;base.fr;scenario.company_agencyfr_center196_res_partner;True;True;fr_FR;AUBERVILLIERS;129 boulevard Gabriel Péri;;Europe/Paris;91170
AMBLENY;base.fr;scenario.company_agencyfr_center197_res_partner;True;True;fr_FR;SOISSONS;34 rue du Soulier;;Europe/Paris;2290
TIGERY;base.fr;scenario.company_agencyfr_center199_res_partner;True;True;fr_FR;LES ULIS;15 rue henri poincaré;;Europe/Paris;91250
CASTELCULIER;base.fr;scenario.company_agencyfr_center203_res_partner;True;True;fr_FR;AGEN;9 rue de Garonne;;Europe/Paris;47240
DIFFERDANGE LUXEMBOURG;base.lu;scenario.company_agencylu_center204_res_partner;True;True;fr_FR;DIFFERDANGE;1-2 place Marie Paule Molitor-Peffer;;Europe/Luxembourg;L4549
DIFFERDANGE;base.lu;scenario.user_center_differdange_res_partner;False;False;fr_FR;DIFFERDANGE;1-2 place Marie-Paule Molitor-Peffer;;Europe/Luxembourg;L-4549
LA COROGNA ESPAGNE;base.es;scenario.company_agencyes_center205_res_partner;True;True;fr_FR;LA COROGNE;Avenida Montserrat 14 4A;;Europe/Madrid;15009
FREJUS;base.fr;scenario.company_agencyfr_center206_res_partner;True;True;fr_FR;FRÉJUS;354 avenue Victor Raybaud;;Europe/Paris;83700
FREJUS;base.fr;scenario.user_center_frejus_res_partner;False;False;fr_FR;FRÉJUS;354 Rue Victor RAYBAUD;;Europe/Paris;83600
LEVALLOIS PERRET;base.fr;scenario.company_agencyfr_center207_res_partner;True;True;fr_FR;COURBEVOIE;20 rue Camille PELLETAN;;Europe/Paris;92300
COURBEVOIE;base.fr;scenario.user_center_courbevoie_res_partner;False;False;fr_FR;COURBEVOIE;25 bis Bd Georges Clémenceau;;Europe/Paris;92400
SAINT ETIENNE;base.fr;scenario.company_agencyfr_center208_res_partner;True;True;fr_FR;SAINT ETIENNE;4 Rue Michelet;;Europe/Paris;42000
SAINT ETIENNE;base.fr;scenario.user_center_saintetienne_res_partner;False;False;fr_FR;SAINT ETIENNE;4 rue Michelet;;Europe/Paris;42000
SECLIN;base.fr;scenario.company_agencyfr_center212_res_partner;True;True;fr_FR;DOUAI;11 Rue de la Tannerie;;Europe/Paris;59113
CHATENAY MALABRY;base.fr;scenario.company_agencyfr_center214_res_partner;True;True;fr_FR;CHATENAY-MALABRY;103 avenue de la Division Leclerc;;Europe/Paris;92290
CHATENAY-MALABRY;base.fr;scenario.user_center_chatenay-malabry_res_partner;False;False;fr_FR;CHATENAY-MALABRY;103/105 avenue de la Division Leclerc;;Europe/Paris;92290
TOURNEFEUILLE;base.fr;scenario.company_agencyfr_center215_res_partner;True;True;fr_FR;MONTAUBAN;16 rue du Cours d'eau;;Europe/Paris;31170
;base.fr;scenario.company_agencyfr_center216_res_partner;True;True;;FENOUILLET;;;Europe/Paris;
TOURNEFEUILLE;base.fr;scenario.company_agencyfr_center217_res_partner;True;True;fr_FR;TOURNEFEUILLE;16 rue du cours d'eau;;Europe/Paris;31170
TOURNEFEUILLE;base.fr;scenario.user_center_tournefeuille_res_partner;False;False;fr_FR;TOURNEFEUILLE;50 rue Gaston Doumergue;;Europe/Paris;31170
MONTGERON;base.fr;scenario.company_agencyfr_center218_res_partner;True;True;fr_FR;MONTGERON;40 avenue de la République;;Europe/Paris;91230
MONTGERON;base.fr;scenario.user_center_montgeron_res_partner;False;False;fr_FR;MONTGERON;40 avenue de la République;;Europe/Paris;91230
SURESNES;base.fr;scenario.company_agencyfr_center219_res_partner;True;True;fr_FR;SURESNES;26 bis rue Jean Jaurès;;Europe/Paris;92150
SURESNES;base.fr;scenario.user_center_suresnes_res_partner;False;False;fr_FR;SURESNES;26 bis avenue Jean Jaurès;;Europe/Paris;92150
;base.fr;scenario.company_agencyfr_center220_res_partner;True;True;;ROSNY 2;;;Europe/Paris;
LYON;base.fr;scenario.company_agencyfr_center221_res_partner;True;True;fr_FR;ITALIE 2;2 place jules Ferry;;Europe/Paris;69006
LYON;base.fr;scenario.company_agencyfr_center222_res_partner;True;True;fr_FR;LES ARCADES;2 place Jules FERRY;;Europe/Paris;69006
LYON;base.fr;scenario.company_agencyfr_center223_res_partner;True;True;fr_FR;PARIS 19 VILL UP;2 place jules Ferry;;Europe/Paris;69006
PARIS;base.fr;scenario.user_center_villup_res_partner;False;False;fr_FR;PARIS 19 VILL UP;30 Avenue Corentin Cariou;;Europe/Paris;75019
FRANCONVILLE;base.fr;scenario.company_agencyfr_center224_res_partner;True;True;fr_FR;VILLENEUVE LA GARENNE;81 rue du Dr ROUX;;Europe/Paris;95130
LIEUSAINT;base.fr;scenario.company_agencyfr_center226_res_partner;True;True;fr_FR;BELFORT;Carré Haussmann II;;Europe/Paris;77127
POITIERS;base.fr;scenario.company_agencyfr_center227_res_partner;True;True;fr_FR;POITIERS CENTRE VILLE;7 rue du marché Notre Dame;;Europe/Paris;86000
;base.fr;scenario.company_agencyfr_center228_res_partner;True;True;;ROUBAIX CENTRE-VILLE;;;Europe/Paris;
ROUBAIX;base.fr;scenario.user_center_roubaix_res_partner;False;False;fr_FR;ROUBAIX CENTRE-VILLE;20 Ter Grand'Rue;;Europe/Paris;59100
BRUXELLES;base.be;scenario.company_agencybe_center229_res_partner;True;True;fr_FR;BRUXELLES 2;37/19 Quai Pierre aux Tailles;;Europe/Paris;1000
;base.fr;scenario.company_agencyfr_center230_res_partner;True;True;;LOMME C.C CARREFOUR;;;Europe/Paris;
LOMME;base.fr;scenario.user_center_lomme_res_partner;False;False;fr_FR;LOMME C.C CARREFOUR;130 rue du Grand But;;Europe/Paris;59160
PARIS;base.fr;scenario.company_agencyfr_center231_res_partner;True;True;fr_FR;GAP;90 boulevard de Courcelles;;Europe/Paris;75017
MONT DE MARSAN;base.fr;scenario.company_agencyfr_center233_res_partner;True;True;fr_FR;PESSAC;9 Place Nonères;;Europe/Paris;42000
MONT DE MARSAN;base.fr;scenario.company_agencyfr_center234_res_partner;True;True;fr_FR;MONT DE MARSAN;9 Place Nonères;;Europe/Paris;40000
EVRY;base.fr;scenario.company_agencyfr_center236_res_partner;True;True;fr_FR;MAISONS ALFORT;46 Rue Carles Bonnaventure Delage;;Europe/Paris;91000
LAMBERSART;base.fr;scenario.company_agencyfr_center237_res_partner;True;True;fr_FR;MÉRIGNAC;42 rue Louis BRAILLE;;Europe/Paris;59130
SAINT LOUIS;base.fr;scenario.company_agencyfr_center238_res_partner;True;True;fr_FR;SAINT LOUIS;18 rue de Mulhouse;;Europe/Paris;68300
SAINT LOUIS;base.fr;scenario.user_center_saintlouis_res_partner;False;False;fr_FR;SAINT LOUIS;18 Rue de Mulhouse;;Europe/Paris;68300
TOULON;base.fr;scenario.company_agencyfr_center239_res_partner;True;True;fr_FR;TOULON MAYOL;CC Toulon Mayol;;Europe/Paris;83000
TOULON;base.fr;scenario.user_center_toulonmayol_res_partner;False;False;fr_FR;TOULON MAYOL;CC Toulon Mayol;;Europe/Paris;83000
ZAPOPAN - JALISCO;base.mx;scenario.company_agencymx_center240_res_partner;True;True;fr_FR;LOMAS DE CHAPULTEPEC;Paseo LomasAltas 334;;Europe/Paris;45128
SARAGOZA;base.es;scenario.company_agencyes_center241_res_partner;True;True;fr_FR;SARAGOSSE;Calle Joaquim Guiral N°1;;Europe/Paris;50013
MEXICO;base.mx;scenario.company_agencymx_center243_res_partner;True;True;fr_FR;INTERLOMAS;Avenida centenacio 367;;Europe/Paris;2070
VIENNE;base.fr;scenario.company_agencyfr_center244_res_partner;True;True;fr_FR;VIENNE;20 allée des Centaures;;Europe/Paris;38200
ROCOURT;base.be;scenario.company_agencybe_center245_res_partner;True;True;fr_FR;LIEGE;Clos des Cherwiers,40;;Europe/Paris;4000
STRASBOURG;base.fr;scenario.company_agencyfr_center246_res_partner;True;True;fr_FR;ILLKIRCH-GRAFFENSTADEN;23 rue de la Baronne d'Oberkirch;;Europe/Paris;67000
TOULOUSE;base.fr;scenario.company_agencyfr_center247_res_partner;True;True;fr_FR;CAHORS;9 Chemin de l'Abbé Grégoire;;Europe/Paris;31100
BONSECOURS;base.fr;scenario.company_agencyfr_center248_res_partner;True;True;fr_FR;LE HAVRE;8 square des Platanes;;Europe/Paris;76240
HUIXQUILUCAN;base.mx;scenario.company_agencymx_center249_res_partner;True;True;fr_FR;HUIXQUILUCAN;Fuente de Molinos 32-402;;Europe/Paris;53950
Nice;base.fr;scenario.user_dt_pauljean-baptiste-mauvenu_res_partner;False;False;fr_FR;Paul & Jean-baptiste Mauvenu;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_marion-vaast_res_partner;False;False;fr_FR;Marion Vaast;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_valerie-elbaz_res_partner;False;False;fr_FR;Valérie Elbaz;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_aurelie-betto_res_partner;False;False;fr_FR;Aurélie Betto;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_nathalie-schlemmer-maire_res_partner;False;False;fr_FR;Nathalie Schlemmer-maire;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_daniel-makanda_res_partner;False;False;fr_FR;Daniel Makanda;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_vincent-rouzier_res_partner;False;False;fr_FR;Vincent Rouzier;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_margaux-carleschi_res_partner;False;False;fr_FR;Margaux Carleschi;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_arnaud-brusseau_res_partner;False;False;fr_FR;Arnaud Brusseau;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_annie-housseini_res_partner;False;False;fr_FR;Annie Housseini;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_emmanuelle-lasfargues_res_partner;False;False;fr_FR;Emmanuelle Lasfargues;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_alexandra-viera_res_partner;False;False;fr_FR;Alexandra Viera;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_jeremy-gay_res_partner;False;False;fr_FR;Jérémy Gay;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_joel-gaujard_res_partner;False;False;fr_FR;Joël Gaujard;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_jessica-noviant_res_partner;False;False;fr_FR;Jessica Noviant;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_myriam-bougdim_res_partner;False;False;fr_FR;Myriam Bougdim;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_cheraz-sermouk_res_partner;False;False;fr_FR;Cheraz Sermouk;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_virginie-mauri_res_partner;False;False;fr_FR;Virginie Mauri;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_julie-lionet-bourgat_res_partner;False;False;fr_FR;Julie Lionet-bourgat;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_vincenzo-mallia_res_partner;False;False;fr_FR;Vincenzo Mallia;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_vanessa-schmitt_res_partner;False;False;fr_FR;Vanessa Schmitt;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_laura-tripodi_res_partner;False;False;fr_FR;Laura Tripodi;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_eric-donnay_res_partner;False;False;fr_FR;Eric Donnay;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_emilie-ribes_res_partner;False;False;fr_FR;Emilie Ribes;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_renaud-labaume_res_partner;False;False;fr_FR;Renaud Labaume;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_emilie-peisino_res_partner;False;False;fr_FR;Emilie Peisino;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_lydie-maillard_res_partner;False;False;fr_FR;Lydie Maillard;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_sylvie-baudet_res_partner;False;False;fr_FR;Sylvie Baudet;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_christelle-pouderon_res_partner;False;False;fr_FR;Christelle Pouderon;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_vincent-depernon_res_partner;False;False;fr_FR;Vincent Depernon;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_lucie-moinel_res_partner;False;False;fr_FR;Lucie Moinel;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_helene-miller_res_partner;False;False;fr_FR;Hélène Miller;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_nicolas-caugant_res_partner;False;False;fr_FR;Nicolas Caugant;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_caroline-yanculovici_res_partner;False;False;fr_FR;Caroline Yanculovici;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_barbara-libolt_res_partner;False;False;fr_FR;Barbara Libolt;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_dorothee-maillard_res_partner;False;False;fr_FR;Dorothée Maillard;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_renaud-terry_res_partner;False;False;fr_FR;Renaud Terry;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_guillaume-brenot_res_partner;False;False;fr_FR;Guillaume Brenot;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_sandrine-chaulet_res_partner;False;False;fr_FR;Sandrine Chaulet;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_helene-briand-loublier_res_partner;False;False;fr_FR;Helene Briand-loublier;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_david-besson_res_partner;False;False;fr_FR;David Besson;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_sandrine-salvi_res_partner;False;False;fr_FR;Sandrine Salvi;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_mathieu-pradies_res_partner;False;False;fr_FR;Mathieu Pradies;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_julie-monnier_res_partner;False;False;fr_FR;Julie Monnier;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_catherine-larrouturou_res_partner;False;False;fr_FR;Catherine Larrouturou;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_cyril-talien_res_partner;False;False;fr_FR;Cyril Talien;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_anicet-gabillard_res_partner;False;False;fr_FR;Anicet Gabillard;;;Europe/Paris;6200
Nice;base.fr;scenario.user_dt_fanny-roux_res_partner;False;False;fr_FR;Fanny Roux;;;Europe/Paris;6200
LYON;base.fr;scenario.user_manager_dt-sasnoo_res_partner;False;False;fr_FR;Johanne Malfoy / Cedric Roubin - SAS Noo;2 place jules Ferry;;Europe/Paris;69006
TOURNEFEUILLE;base.fr;scenario.user_manager_dt-hamel_res_partner;False;False;fr_FR;Karine & Sylvain Hamel - EURL Hamel Invest;16 rue du Cours d'eau;;Europe/Paris;31170
